,content,normdate,rhyme,met
912,"Sacudiendo las flores del rocío,
rezó mi madre con el sol naciente
y me dijo, besándome la frente:
Sé bueno mientras vivas, hijo mío.
Después muriendo de cansancio y frío
proseguí caminando eternamente,
y entre las dichas del hogar caliente
dejé olvidado mi lugar vacío
Hoy que pisan mis plantas otra arena,
que miro por doquier seres extraños,
lejos, muy lejos de mi madre buena;
enferma el alma por ocultos daños,
¡ah, cuánto alivio le daría mi pena
si otra vez me besara en mi cumpleaños!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+---+-', '-+-+---+-+-', '-++--+-+-+-', '++---+-+-+-', '-+-+---+-+-', '--+--+-+-+-', '---+---+-+-', '-+-+---+-+-', '+-+--+-+-+-', '-+---++--+-', '+-+----+-+-', '-+-+---+-+-', '-+-+-+-+-+-', '+-++-+---+-']"
913,"Señor, hay unos hombres que pretenden
borrar los lindes de los patrios lares,
extinguir la familia en los hogares,
y a desatar lo que Tú ataste tienden
La religión y la moral ofenden
impíos profanando sus altares,
y las bases del mundo seculares
con la barbarie de sus planes hienden
Como vuelvan los tronos de la tierra,
pretender arrancar de su cimiento
tu trono diamantino de rubíes;
Tú, ves cómo te mueven audaz guerra,
y en vez de castigar su atrevimiento,
con tu inturbable majestad sonríes.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--++-+---+-', '-+-+---+-+-', '--+--+---+-', '---+--++-+-', '---+---+-+-', '-+---+---+-', '--+--+---+-', '---+---+-+-', '--+--+---+-', '--+--+---+-', '-+---+---+-', '+++-++--++-', '-----+---+-', '---+---+-+-']"
914,"Mienten los que nos dicen que la vida
es la copa dorada y engañosa
que si de dulce néctar se rebosa
ponzoña de dolor guarda escondida
Que es la juventud senda florida
y la vejez, pendiente que escabrosa
va recorriendo el alma congojosa,
sin fe, sin esperanza y desvalida
¡Mienten! Si a la virtud sus homenajes
el corazón rindió con sus querellas
no contesta del tiempo a los ultrajes;
que tiene la vejez horas tan bellas
como tiene la tarde sus celajes,
como tiene la noche sus estrellas.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+---++---+-', '+-+--+---+-', '---+-+---+-', '-+---++--+-', '-+---++--+-', '---+-+---+-', '+--+-+---+-', '-+---+---+-', '+----+---+-', '---+-+---+-', '+-+--+---+-', '-+---++-++-', '--+--+---+-', '--+--+---+-']"
915,"Virgen, ¿por qué cuando el divino infante
a la tuya su faz junta risueño,
o goza entre tus brazos blando sueño
cubre grave tristeza tu semblante?
¡Ay! que ya de tu mente está delante
de sus verdugos el airado ceño,
y ya pendiente del infame leño
le ve morir tu corazón amante
Que es de tu claridad nube sombría
y a tus placeres todos mezcla duelo
de Simeón la triste profecía;
mas mirarle te de justo consuelo
resucitar en el tercero día,
y en gloria excelsa remontarse al cielo.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+---+-+-', '--+--++--+-', '-+---+-+-+-', '+-+--+---+-', '--+--+-+-+-', '---+---+-+-', '-+-+---+-+-', '++-+---+-+-', '+----++--+-', '---+-+-+-+-', '---+-+---+-', '--+++-+--+-', '---+---+-+-', '-+-+---+++-']"
916,"Ocho vocablos buscarás, diversos,
que acaben cuatro en oso y cuatro en unta,
para engastarlos todos en la punta
de ocho renglones que se llaman versos
Entre adjetivos mil, los más perversos
en derredor de tu tintero junta,
i a cada sustantivo dos le ayunta;
i párrafos tendrás puros i tersos
Los dos cuartetos acabaste? En alo
recluta dos palabras, dos en unto;
i un terceto tendrás que de regalo.
Antes que ponga a mis preceptos punto,
será bueno advertirte que no es malo
buscar para el soneto algún asunto
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+---+-+-', '-+-+-+-+-+-', '---+++---+-', '+--+---+-+-', '---+-+-+-+-', '-------+-+-', '++---+-+++-', '++---++-++-', '-+-+---+-+-', '-+-+-+-+-+-', '+-+--+---+-', '+--+---+-+-', '-++--++-++-', '-+---+-+-+-']"
917,"Es verdad, yo te vi ciprés frondoso
estrechar de los vientos la campaña,
yo vi ser la soberbia que te engaña
aguja verde en Menfis oloroso
Creíste que por grande y poderoso
no te alcanzase de un dolor la saña
Rodear sabe el mal, por senda extraña
vino el castigo en traje luminoso
Rigor tu vanidad llama a esta furia,
si fueran los castigos impiedades
no se quejen tus culpas tan a gritos
Nunca lo que es razón ha sido injuria,
ni por más que atormenten sus verdades
han de saber quejarse los delitos.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+-++++-+-+-', '--+--+---+-', '+++--+--++-', '-+-+-+---+-', '+---+----+-', '+--+-+-+-+-', '-++-+-+--+-', '+--+-+---+-', '-+---+++-+-', '-+---+---+-', '+-+--+-+-+-', '+-++-+++-+-', '--+--+---+-', '+--+-++--+-']"
918,"Hablaba de la muerte y la sentía
como un temblor de vida demorada,
como una soledad arrebujada
en el fondo de cada compañía.
La imaginaba en todo lo que hacía
retroceder la luz o la mirada,
buscando en la palabra silenciada
el eco de la voz que disolvía
Hoy que tengo una muerte que me vive
sé que toda la suerte que se escribe
por la ruta del canto se desvía
Sólo el hondo silencio que no expreso
lleva el caudal de mi dolor y el peso,
porque es dolor cuanto era poesía
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'A', 'D', 'D', 'A']","['-+---+---+-', '-+-+-+---+-', '-+---+---+-', '--+--+---+-', '---+-+---+-', '---+-+---+-', '-+---+---+-', '-+---+---+-', '+-++-+---+-', '+-+--+---+-', '--+--+---+-', '+-+--+--++-', '+--+---+-+-', '-+-+-+---+-']"
919,"Traductor de los libros rizalinos
al idioma de las masas tagalas;
dramaturgo que diste nuevas galas
a tu dialecto de acentos divinos.
En gracia a tus ensueños peregrinos;
que los ángeles de radiosas alas
hagan pasar por áureas escalas
tu alma emplazada a célicos destinos!
Por regla general, el mundo abruma
a hidalgos Caballeros de la Pluma
con infortunios más fieros y rudos.
Has muerto, como muchos escritores,
llorado por legión de admiradores,
rico de glorias y pobre de escudos.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['--+--+---+-', '--+---+--+-', '--+--+-+-+-', '---+--+--+-', '-+---+---+-', '--+----+-+-', '+--+-+---+-', '+--+-+---+-', '-+---+-+-+-', '-+---+---+-', '---+-++--+-', '++---+---+-', '-+---+---+-', '+--+--+--+-']"
920,"Sobre el verdor inmenso del paisaje
.se destacan los búfalos enormes;
Helios, rojo, detiene sa carruaje
y lanza sus centellas multiformes.
Tlay un rumor extraño en el boscaje
de ninfas y de sátiros deformes;
rumor de risa equívoca y salvaje
de almas locas y seres uniformes.
La tarde .solemniza su sonrisa
opulenta en las alas de la brisa;
en el azul el eco sugestivo
fjue dice a nuestras almas la bollera
de lo existente y la vital grandeza
del culto ambiguo y florestal del chivo.
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'C', 'D', '-', '-', 'D']","['---+-+---+-', '--+--+---+-', '+-+--+-+-+-', '-+---+---+-', '++-+-+---+-', '-+---+---+-', '-+-+-+---+-', '+-+--+---+-', '-+---+---+-', '--+--+---+-', '---+-+---+-', '++---+---+-', '---+---+-+-', '-+-+-+---+-']"
921,"Como a su parecer la bruja vuela,
y untada se encarama y precipita,
así un soldado dentro una garita,
esto pensaba, haciendo centinela:
No me falta manopla ni escarcela,
mañana soy alférez, ¿quién lo quita?
y sirviendo a Felipe y Margarita,
embrazo, y tengo paje de rodela;
vengo a ser general, corro la costa,
a Chipre gano, príncipe me nombro
y por Rey me corono en Famagrosta;
reconozco al de España, al turco asombro
Con esto se acabó de hacer la posta,
y hallóse en cuerpo con la pica al hombro.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-----+-+-+-', '-+---+---+-', '-+-+-++--+-', '+--+-+---+-', '+++--+---+-', '-+-+-+-+++-', '--+--+---+-', '-+-+-+---+-', '+-+--++--+-', '-+-+-+--++-', '--++-+---+-', '--+--+-+-+-', '-+---+-+-+-', '-+-+---+-+-']"
922,"Ave de paso que vagando gira
de nación en nación, de gente en gente
y de su amor y de su nido ausente
hoy llora aquí, mañana allí suspira
Rama infeliz que el ábrego en su ira
del almo tronco desgajó inclemente;
pobre arroyuelo que de ignota fuente
fluye gimiendo y en la mar espira
Ausente así del caro patrio suelo,
afanosa busco mi edad florida
para el alma un amor y mis amores
Tormentas fueron y furor del cielo
Gocen otros el bien: que yo en la vida,
abeja de dolor, libo dolores.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+---+-+-', '--+--+-+-+-', '---+---+-+-', '++-+-+-+-+-', '+--+-+---+-', '-+-+---+-+-', '+--+---+-+-', '+--+---+-+-', '-+-+-+-+-+-', '--+-+--+-+-', '--++-+---+-', '-+-+---+-+-', '+-+--+-+-+-', '-+---++--+-']"
923,"Con el ruego que dura lo que el día
preguntaba la inquieta mariposa:
¿por qué son tus raíces tan añosas
que le sirven de tumba a mi agonía?
¿Por qué duran tus hojas temblorosas
lo que nunca jamás podrán las mías,
estas alas de efímera estadía
que de efímeras se hacen silenciosas?
Pero el árbol, consciente del destino
que lo incrusta en el mundo soberano,
respondió con la vista en el camino:
Heme aquí, con el verde haciendo gala,
mas la fuerza del siglo toda en vano,
si no tiene mi tronco tus dos alas.
",4,"['A', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'C', 'D', 'C', 'E', 'D', 'E']","['--+--+---+-', '--+--+---+-', '-++--+-+-+-', '-++--+---+-', '-++--+---+-', '--+--+-+-+-', '+-+--+---+-', '--+--+---+-', '--+--+---+-', '-++--+---+-', '--+--+---+-', '+-+--+-+-+-', '--+--+-+-+-', '-++--+--++-']"
924,"Ignoro qué corriente de ascetismo,
qué relación, que afinidad oscura,
enlazó tu tristura y mi tristura
y adunó tu idealismo y mi idealismo.
Mas sé por intuición que un astro mismo
surgió de nuestra noche en la pavura,
y que en mí, como en ti, libra la altura,
un combate fatal con el abismo
¡Oh, rey, eres mi rey! Hosco y sañudo
también soy; en un mar de arcano duelo
mi luminoso espíritu se pierde
Y escondo, como tú, soberbio y mudo,
bajo el negro jubón de terciopelo,
el cáncer implacable que me muerde.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+-+---+-', '+--+---+-+-', '--+--+---+-', '--+--+---+-', '-+---+++-+-', '-+---+---+-', '--+--++--+-', '+-+--+---+-', '-++--+--+-', '-++++--+-+-', '---+-+---+-', '-+---+-+-+-', '--+--+---+-', '-+---+--++-']"
925,"Si cuando Roma templos, chapiteles,
triunfantes de las nubes vio cargados
de divinas memorias, y adornados
de palmas, de trofeos, de laureles;
y si cuando el pincel daba de Apeles,
vida a las tablas, contra el tiempo y hados,
y en estatuas de mármoles dorados
admiraban Lisipo y Praxiteles;
si cuando Atenas vio sus aulas llenas
de ingenios, fuera el vuestro ¡oh Peregrino!
no os hiciera la patria aqueste agravio
Por natural a ingenio tan divino
quisiera Roma invicta y docta Atenas,
pues todo el mundo es patria al hombre sabio.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'D', 'C', 'E']","['---+-+---+-', '-+---+-+-+-', '--+--+---+-', '-+---+---+-', '-----++--+-', '+--+---+-+-', '--+--+---+-', '--+--+---+-', '---+-+-+-+-', '-+-+-----+-', '+-+--+-+-+-', '---+-+-+-+-', '-+-+-+-+-+-', '-+-+++-+-+-']"
926,"¡Cuán tremendo el estigma del pecado
sobre sus almas consternadas pesa
al ver pasar, como fugaz pavesa
barrida por el viento, el goce hurtado!
Núblase el cielo de repente, el pardo
se agosta, el canto de las aves cesa
y huyen gimiendo por la selva espesa
las fieras en tropel desordenado
Como vagas imágenes de un sueño,
brillan y se deshacen de improviso
las dichas del Edén, antes risueño
Y en la gran dispersión del Paraíso,
sólo queda a las plantas de su dueño,
aullando de terror, el can sumiso.
",4,"['A', 'B', 'B', 'A', '-', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+--+---+-', '---+---+-+-', '-+-+---+-+-', '-+---+-+-+-', '+-++---+-+-', '-+-+---+-+-', '+--+---+-+-', '-+---+---+-', '--+--+--++-', '+----+---+-', '-+---++--+-', '--+--+---+-', '+-+--+---+-', '-+---+-+-+-']"
927,"Parte a dorar con luces celestiales
de los floridos sotos los primores,
a dar nuevos alientos a las flores
y veneno mortal a los zagales
Yo quedo en el infierno de mis males,
víctima del volcán de mis ardores,
lastimoso ejemplar a los pastores
que alcancen mis martirios infernales
De nuevas flores tu belleza vista
esas florestas, mientras mi quebranto
fúnebres flores a mi muerte alista.
Y no te cause mi expresión espanto;
pues si tú las produces con tu vista,
yo también con el riego de mi llanto.
",3,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+---+-', '---+-+---+-', '-++--+---+-', '--+--+---+-', '++---+---+-', '+----+---+-', '--+--+---+-', '-+---+---+-', '-+-+---+-+-', '+--+-----+-', '+--+---+-+-', '-+++---+-+-', '--++-+---+-', '+-+--+---+-']"
928,"Aquí alzando patrióticos cantares,
de estas orillas en la blanca arena,
y no en la margen del helado Sena,
ni al blando murmurar del Manzanares,
vivo feliz Prefiero en mis hogares
el claro arroyo que entre guijas suena,
y la que grata los espacios llena
música de mis cedros y palmares
¿Qué puede haber en el Antiguo Mundo
comparable a mis céfiros y cañas,
y al follaje sin par del bosque mío?
Adorar sólo sé mi sol fecundo,
mis colinas, mis vírgenes montañas,
y la fértil ribera de mi río.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-++--+---+-', '+--+---+-+-', '-+-+---+-+-', '-+---+---+-', '+--+---+-', '-+-+---+-+-', '---+---+-+-', '+----+---+-', '++-+-----+-', '--+--+---+-', '--+--+-+-+-', '--++-+-+-+-', '--+--+---+-', '--+--+---+-']"
929,"¡O dulçe esguarde, vida e honor mía,
segunda Helena, templo de beldad,
so cuya mano, mando e señoría
es el arbitrio mío e voluntad!
Yo soy tu prisionero, y sin porfía
fueste señora de mi libertad;
e non te pienses fuyga tu valía,
nin me desplega tal captividad
Verdad sea que Amor gasta e dirruye
las mis entrañas con fuego amoroso,
e la mi pena jamás diminuye;
nin punto fuelgo nin soy en reposo,
mas vivo alegre con quien me destruye;
siento que muero y no soy quejoso.
",0,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'C', 'D']","['-++-+---++-', '-+-+-+---+-', '---+-+---+-', '+--+-----+-', '++---+---+-', '+--+-----+-', '-+-+-+---+-', '++-+-+---+-', '-++-++---+-', '---+--+--+-', '---+--+--+-', '++-+-++--+-', '-+-+---+-+-', '+--+--++-+-']"
930,"Cuando la mano del benigno sueño
mis ojos cierra y mi velar halaga,
en torno de mi lecho vuela y vaga
fantasma bella de mirar risueño
Ora alegre me mira, ora con ceño;
pero ceño gentil de hermosa maga:
Ora ¡bálsamo dulce a mi alma aciaga!
vierte en mi labio un ósculo halagüeño.
Y ya con lengua angélica me dice
palabras como música o me abriga
bajo sus grandes transparentes alas
¿Quién eres pues, espíritu felice?
¿Naciste en este mundo de fatiga,
o pisas ángel las celestes salas?
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+---+-+-', '-+-+---+-+-', '-----+-+-+-', '-+-+---+-+-', '+-+-+++--+-', '--+--+-+-+-', '+-+--+-+-+-', '+--+++---+-', '-+-+-+--++-', '-+---+--++-', '---+---+-+-', '++---+---+-', '-+-+-+---+-', '-+-+---+-+-']"
931,"Los campos de Madrid, Isidro santo,
santifica, llenándolos de cielo,
mientras subiendo con glorioso vuelo,
parece despreciar lo que ama tanto.
Sustitución, ¡o cuánto puede, o cuánto
más que la acción, contemplativo celo,
celeste baja y fertiliza el suelo,
que su ardor alentó, regó su llanto.
Activo humor y fervoroso olvido
no sólo fácil dejan al tributo,
mas al cielo la tierra semejante
Así, más labrador adormecido,
de gloria allá también coge abundante,
sembrando aquí sus lágrimas, el fruto.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'E', 'D']","['-+---+-+-+-', '--+--+-+-+-', '---+---+-+-', '-+---+-+-+-', '---+-+-+-+-', '+--+---+-+-', '-+-+---+-+-', '--+--+-+-+-', '-+-+---+-+-', '---+-+---+-', '--+--+---+-', '-++--+---+-', '-+-+-++--+-', '-+-+-+---+-']"
932,"En triste noche, como yo sombría,
vuelvo con lento paso a la morada
alegre ayer, hoy muda y desolada
desde que no la habitas, madre mía
¡A nadie le parece ya tardía
mi vuelta, ni conoce mi pisada,
ni con amor sonríe a mi llegada,
ni me pregunta en qué pasé mi día!
Entro: silencio en donde quier profundo
hallo; voy a tu estancia, y tu desierto
callado lecho en lágrimas inundo:
¡ningún consuelo en mi dolor advierto,
y al sentirme tan sólo en este mundo,
quisiera, oh madre, como tú, haber muerto!
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '+--+-+---+-', '-+-+++---+-', '---+++-+-+-', '-+-+-+-+-+-', '-+---+---+-', '---+-+---+-', '-+-+-+-+-+-', '+--+---+-+-', '+-+-+----+-', '-+-+-+---+-', '-+-+---+-+-', '--++++-+-+-', '-+-+---+++-']"
933,"De Jesús en servicio, todo el día
pena la activa diligente Marta;
mas, absorta escuchándola, María
de sus divinos pies nunca se aparta
Dice Marta al Señor: «¿Bien no sería
que entrambas el trabajo se reparta?»
Jesús responde: «En complacencia mía
mucho es tu afán, tu diligencia es harta:
tu respetuosa actividad me agrada;
pero cesa importuna de quejarte
de la que yace ante mis pies postrada:
Magdalena eligió la mejor parte,
la cual por nadie le será quitada,
y nada habrá que de su bien la aparte»
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+-+-+-', '+--+---+-+-', '--+--+-+-+-', '---+-++--+-', '+-+--+++-+-', '-+---+---+-', '-+-+---+-+-', '++-+---+++-', '---+---+++-', '--+--+---+-', '---+---+-+-', '--+--+--++-', '---+-+-+-+-', '-+-+---+-+-']"
934,"Si a la boca del tiempo, que devora
duros bronces y mármoles, la fama
robó su nombre, y con ilustre llama
renace cada día con la Aurora:
¿Qué importa que la envidia finja ahora
niebla, o Lope, a tu gloria, que derrama
Océanos de luz, donde se inflama,
y espléndida por ti, más se decora?
Vence escribiendo, mírate a ti mismo,
pues no has dejado a quien; que a la serena
virtud la detracción en vano ofende
¿Mas cómo ya te ofenderá su abismo,
si como a sí la envidia se condena,
la verdad a sí propia se defiende?
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+---+-', '+-+--+---+-', '-+-+---+-+-', '-+-+-+---+-', '++---+-+-+-', '+-+--+---+-', '-+--+----+-', '-+---++--+-', '+--+-+-+++-', '-+-+-----+-', '-+---+-+-+-', '-+-+---+-+-', '---+-+---+-', '--+-++---+-']"
935,"El justo Simeón al Verbo humano
abraza, y a la muerte apetecida
grato se ofrece, al tiempo que la Vida
tiene, y el mismo Espíritu, en su mano
Y cual sonoro cisne, el sabio anciano,
ya su esperanza y gran edad cumplida,
alegre de su fin, la agradecida
voz funeral así levanta ufano:
«La muerte agora (oh, claro sol, que abierta
senda nos muestras a la vida ausente!)
llegue, y en paz el cuerpo desanime
«No precie ya, quien ve tu luz presente,
ver otra luz; ni el que la firme y cierta
salud alcanza, la mortal estime »
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'D', 'C', 'E']","['-+--+-+--+-', '-+--+----+-', '+--+-----+-', '+-+-+----+-', '---+-+-+-+-', '+--+-+-+-+-', '-+---+---+-', '+--+-+-+-+-', '-+-+---+-+-', '+-++---+-+-', '+--+-+---+-', '++-+-+-+-+-', '++-+---+-+-', '-+-+---+-+-']"
936,"Anoche vino a mí de terciopelo
sangraba fuego de la herida abierta;
era su palidez de pobre muerta,
y sus náufragos ojos sin consuelo
Sobre una mustia frente descubierta,
languidecía un fúnebre asfodelo,
y un perro aullaba, en la amplitud de hielo,
al doble cuerpo de una luna incierta.
Yacía el índice en su labio, fijo
como por gracia de hechicero encanto,
y luego que movido por su llanto,
quién era al fin le interrogué, me dijo:
«Ya ni siquiera me conoces, hijo,
¡si soy tu alma que ha sufrido tanto!»
",4,"['A', 'B', 'B', 'A', 'B', 'A', 'A', 'B', 'C', 'D', 'D', 'C', 'C', 'D']","['-+-+-+---+-', '-+-+---+-+-', '+----+-+-+-', '--+--+---+-', '-+-+-+---+-', '---++----+-', '++-+---+-+-', '-+-+-+-+-+-', '-++----+-+-', '---+---+-+-', '-----+---+-', '++-++--+++-', '+--+-+-+-+-', '-++--+-+-+-']"
937,"¡Dame, Señor, la firme voluntad
compañera y sostén de la virtud;
la que sabe en el golfo hallar quietud
y en medio de las sombras claridad;
la que trueca en tesón la veleidad
y el ocio en perenal solicitud,
y las ásperas fiebres en salud,
y los torpes engaños en verdad!
Y así conseguirá mi corazón
que los favores que a tu amor debí
te ofrezcan algún fruto en galardón
y aun Tú, Señor, conseguirás así
que no llegue a romper mi confusión
la imagen tuya que pusiste en mí
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['++-+-+---+-', '--+--+---+-', '--+--+-+-+-', '-----+---+-', '--+--+---+-', '-+---+---+-', '--+--+---+-', '--+--+---+-', '-+---+---+-', '---+---+-+-', '++--++---+-', '++-+---+-+-', '-++--+---+-', '-+-+---+-+-']"
938,"Iluminó el idilio una lámpara azul,
Nos velaron los ibis de un biombo japonés,
Y sintió tu hermosura un diván de oro y tul
Donde besé el perfume de tus descalzos pies.
La penumbra de luna destacaba triunfal
Tu desnudez de perla, dulce como un jazmín,
En tanto despertaba como un verso inmortal
Tu carne virginal de aurora y de jardín.
¿ Acaso esto es amor ? decías sin hablar;
¿Acaso esto es amor? querían preguntar
El llanto de tus ojos y tu temblor de flor.
Ya están lejos los ibis del biombo japonés
Y la lámpara azul. Vuelvo a besar tus pies
Y te juró ante Dios, que sí, que esto es amor.
",4,"['A', '-', 'A', '-', 'B', 'C', 'B', 'C', 'D', 'D', 'E', '-', '-', 'E']","['---+-+-+-+--+-', '--+--+-++---+-', '--+--+-+-++-+-', '---+-+----+-+-', '--+--+---+--+-', '---+-+-+--+-+-', '-+---+--++--+-', '-+---+--+---+-', '-+++-+--+---+-', '-+++-+--+---+-', '-+---+----+-+-', '+++--+--+---+-', '--+--+-+--+-+-', '---+-+--+++-+-']"
939,"Era ayer juventud llena de encanto,
hermosura, bondad, inteligencia;
hoy, polvo nada más, que la conciencia
contempla muda en angustioso espanto
Trueca el destino en fúnebre quebranto
el caro bien cifrado en su existencia,
y ojos que hallaban luz en su presencia
ciega la oscuridad y abrasa el llanto
Pasó por estas tierras de tristura
breve mañana, como flor preciosa,
cual paloma sin mancha en su blancura
En su eternal ausencia dolorosa,
deja de su recuerdo la dulzura,
de su virtud la estela luminosa.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+--++--+-', '--+--+---+-', '++-+-+---+-', '-+-+---+-+-', '+--+-+---+-', '-+-+-+---+-', '+--+-+---+-', '+----+-+-+-', '-+-+-+---+-', '+--+---+-+-', '+-+--+---+-', '---+-+---+-', '+----+---+-', '---+-+---+-']"
940,"Después de andar de burro en la espesura
despeñado en deslindes, cual de antojos,
vengo a caer que me han faltado ojos
con que pasearme en la literatura
De letras descargado, a la ventura,
salgo al campo a batirme con despojos,
sin haber puesto sesos en remojo
de grande erudición o de cultura
Y al ser un letricida, no es extraño
que alguna vez o todas de un tropiezo;
pues me he pasado de la vida el año,
si aquí no caigo, allí no me enderezo,
pero he salvado tras las musarañas
quemar como los sabios mis pestañas
",4,"['A', 'B', 'B', 'A', 'A', 'B', '-', 'A', 'C', 'D', 'C', 'D', 'E', 'E']","['---+-+---+-', '--+--+---+-', '+-+-++-+-+-', '---++----+-', '-+---+---+-', '+-+--++--+-', '--++-+---+-', '-+---+---+-', '-++--+-+-+-', '-+-+-+-+-+-', '-+-+---+-+-', '-+++-+++-+-', '-+-+-----+-', '-+---+---+-']"
941,"Se oscurece la faz del firmamento;
ruge con furia la tormenta airada;
se oculta la avecilla en la enramada
que azota audaz el huracán violento,
y se anega la tierra en un momento;
y suspira la flor, ya deshojada,
al ver que sin piedad es arrastrada
al arroyo que corre turbulento.
Aterrado, en su hogar, el campesino
santa oración con ansiedad murmura
para aplacar al Hacedor divino,
y la luz del relámpago fulgura,
y el rayo asolador se abre camino
entre las sombras de la noche oscura
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['--+--+---+-', '+--+---+-+-', '-+---+---+-', '-+-+---+-+-', '--+--+-+-+-', '--+--++--+-', '-+---++--+-', '--+--+---+-', '--+--+---+-', '+--+---+-+-', '---+---+-+-', '--+--+---+-', '-+---++--+-', '---+---+-+-']"
942,"En su maravillosa vida trabaja quieto.
El reloj da su hora en su tranquilidad.
Pasa un soplo de biblioteca: ya es Bagdad
o Insbruck, o bien algo que habla de Paracleto.
No sé si, a veces, su verbo ágil al conceto
en su enérgica forma, pasa la Humanidad
en su exceso de pasión o de verdad.
Yo sé que le conozco, le mido y le interpreto.
Desconfía de los que se apropincuan al daño
de ese querer usual que cariños nos finge,
pues siendo bachiller le doctoró el engaño.
Así, su amor no corta ni su afecto restringe,
sino cuando tritura muy cuerdamente, al paño,
la ración de miserias con que ayuda a la Esfinge.
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-----+-+--+-+-', '--+--+------+-', '+-+--+-+--+-+-', '-+---+-+----+-', '++-+-+-+----+-', '--+--+-+----+-', '---+----+---+-', '++---+--+---+-', '--+------+--+-', '+--+-+---+--+-', '-+---+----+-+-', '-+-+++---+--+-', '-----+-++-+-+-', '--+--+---+--+-']"
943,"El postrer rayo de la luz fulgura,
y en las vagas penumbras misteriosas
las dolientes campanas quejumbrosas
sollozan la canción de su amargura
Incubando tesoros, a la altura
se yerguen las montañas silenciosas,
y deshoja el crepúsculo sus rosas
sobre las cumbres de nevada albura
Y así como el crepúsculo derrama
los pétalos rosados de su llama,
-mientras lanzan los bronces su gemido-,
en las gélidas nieves de las cimas
yo deshojo las «Rosas» de mis rimas
sobre la helada frente del Olvido
",4,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['--++---+-+-', '--+--+---+-', '--+--+---+-', '-+---+---+-', '--+--+---+-', '-+---+---+-', '--+--+---+-', '---+---+-+-', '-----+---+-', '-+---+---+-', '--+--+---+-', '--+--+---+-', '+-+--+---+-', '---+-+---+-']"
