,content,country-birth,rhyme,met
1009,"Ya el joven fuerte que con muestra hermosa
y con doradas armas refulgente,
librar intenta la romana gente
de la profunda sima peligrosa;
abrevia la carrera presurosa,
que no sufre tardanza el impaciente
amor de gloria, y con alegre frente
se arroja en la caverna prodigiosa
¡Dichoso tú! que contra infaustos hados
tantas vidas comprando con la muerte,
no recibió tu pensamiento engaño
Yo, que en más hondo abismo de cuidados
me arrojé, ¿qué esperar podré en mi suerte,
si a nadie causó bien mi mortal daño?
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['++-+---+-+-', '---+-+---+-', '-+-+---+-+-', '---+-+---+-', '-+---+---+-', '-++--+---+-', '-+-+---+-+-', '-+---+---+-', '-+-+---+-+-', '+-+--+---+-', '+--+---+-+-', '+-++-+---+-', '+-++-+-+-+-', '-+--++--++-']"
1010,"Con tu oscura y ondeante cabellera
que el aura tropical besa y agita,
formas la red de amor en que palpita
el alma que a tu encanto se rindiera
Tornas tu voz en música hechicera
que a los ensueños del placer invita;
en dardos tu mirada; en infinita
seducción tu sonrisa placentera
Mas ¡ay! del corazón que por ti llora
¿qué haces tú con las lágrimas vertidas
en noches de dolor, hora tras hora?
Las dejas ¡oh, mujer! que se deshagan
como las flores en el mar perdidas,
cual los aromas que en los aires vagan.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['--+--+---+-', '-+---++--+-', '+--+-+---+-', '-+---+---+-', '+--+-+---+-', '---+---+-+-', '-+---+---+-', '--+--+---+-', '-----+--++-', '+-+--+---+-', '-+---++--+-', '-+-------+-', '---+---+-+-', '+--+---+-+-']"
1011,"Como el suave rumor de las cascadas
cuyo raudal fecundo y cristalino
desciende en agitado torbellino
de las fértiles cimas encumbradas,
regando las llanuras asoladas,
para que con su germen argentino
reverdezca el arbusto mortecino
y renazcan las flores agostadas;
así llegan a mí las rumorosas
cadencias de las frases generosas
vertidas en obsequio de mi númen;
nutriendo mi abatida fortaleza
para resucitar de la tristeza
el desmayo mortal que me consumen
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['--+--+---+-', '---+-+---+-', '-+---+---+-', '--+--+---+-', '-+---+---+-', '-----+---+-', '--+--+---+-', '--+--+---+-', '-++--+---+-', '-+---+---+-', '-+-------+-', '-+---+---+-', '-----+---+-', '--+--+-+-+-']"
1012,"Ya es hora de alzar un himno sonoro
a la nativa Prensa sin mordaza,
apostolado que no se solaza
con el brillo mefítico del oro.
Cuenta con chicos de excelso decoro
que. laborando por el bien de la raza,
tienen la Verdad por fuerte coraza
y la Honradez por sin par tesoro.
Cuarto Poder, bizarro vigilante:
restaura, en tu labor mundificante,
nuestra moral menguada por la guerra;
y, conforme a tu augusto ministerio,
ayuda a rehacer el bello imperio
del Amor Fraternal en esta tierra.
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'C', 'D', 'E', 'E', 'D']","['++--+++--+-', '---+-+---+-', '---+--+--+-', '--+--+---+-', '+--+--+--+-', '---+---+--+', '+---+-+--+-', '----+--+-+-', '+--+-+---+-', '-+---+---+-', '---+-+---+-', '--+--+---+-', '-+---+-+-+-', '--+--+-+-+-']"
1013,"¡Vengo a ofrecerte mi mayor tesoro!
¡Vengo a brindarte mi glorioso encanto!
¡La que recoge de mi amor el llanto!
¡La que te dice sin cesar: te adoro!
¡Es mi lira! La dulce lira de oro
con que tu hechizo irresistible canto;
cuyos himnos en gozo y en quebranto
son ruiseñores que te forman coro.
En ella enlazo notas y colores,
porque a tus plantas elocuente sea
símbolo de mi vida y mis amores;
¡qué es en mis manos la vibrante lira,
flor que se abre, llama que chispea,
onda que ruge, cisne que suspira !
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'E', 'D', 'E']","['+--++--+-+-', '+--++--+-+-', '---+---+-+-', '--++---+-+-', '+-+-+-+--+-', '---+---+-+-', '--+--+---+-', '+--+--++-+-', '-+-+-+---+-', '---+---+-+-', '+----+---+-', '+--+---+-+-', '+--+-+---+-', '+--+-+---+-']"
1014,"En vano es resistir al mal que siento,
si echada por el suelo mi esperanza,
sujeta a mi razón con tal pujanza,
que ni aun libre le deja el sentimiento.
Así padece y calla el sufrimiento,
sin esperar del tiempo la mudanza,
ni en aquesta tormenta la bonanza;
que siempre ha de soplar contrario el viento.
Estoy a padecer el mal tan hecho,
que en el mal estaré, si viene, extraño,
porque el mal en sí propio me convierte.
Y temo venga ya, porque sospecho
que el bien ha de causar en mí más daño
que causa el mal, pues no me da la muerte
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-++--+-+-+-', '-+---+---+-', '-+---+-+-+-', '-++-++---+-', '-+-+-+---+-', '---+-+---+-', '--+--+---+-', '-++--+-+-+-', '-+---+-+++-', '--+--+-+-+-', '--+-++-+-+-', '-+-+-+---+-', '-++--+-+++-', '-+-+-+++-+-']"
1015,"¡La Bandera en el morro! ¿No es un sueño?
¡La Bandera en Palacio! ¿No es delirio?
¿Cesó del corazón el cruel martirio?
¿Realizóse por fin el arduo empeño?
¡Muestra tu rostro juvenil, risueño,
enciende, ¡oh, Cuba! de tu pascua el cirio,
que surge tu bandera como un lirio
único en los colores y el diseño!
Sus anchos pliegues al espacio libran
los mástiles que altivos se levantan;
los niños la conocen y la adoran
¡Y sólo al verla nuestros cuerpos vibran!
¡Y sólo al verla nuestros labios cantan!
¡Y sólo al verla nuestros ojos lloran!
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['--+--+-+++-', '--+--+-+-+-', '-+---+-+-+-', '--+--+-+-+-', '+--+---+-+-', '-+-+---+-+-', '-+---+--++-', '+----+---+-', '-+-+---+-+-', '-+---+---+-', '-+-+-+--++-', '-+-++--+-+-', '-+-++--+-+-', '-+-++--+-+-']"
1016,"Dichoso yo, que oí, Cisne Sagrado,
el más alto primor de tu armonía,
tu voz eternizarse en tu agonía,
tu vida asegurarse en lo elevado.
Tan dulce providencia a tanto grado,
de todos, te excedió, que aun no podía,
ser en ti tu espirar tu melodía
pues ella te alentaba desmayado
Moriste, en fin, moriste, y dos victorias
en dos vidas lograste, la primera
allá en los Astros, y otra en la memoria.
No es menos victoriosa la tercera,
puesto que al instrumento de tus glorias
puntos floridos da la Prima-Vera
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+-+---+-', '-++--+---+-', '-+---++--+-', '-+---++--+-', '++---+-+-+-', '-+-+-+++-+-', '+-+--+---+-', '-+-+-+---+-', '-+-+-+-+-+-', '-++--+---+-', '-+-+-+---+-', '++---+---+-', '+----+---+-', '+--+-+---+-']"
1017,"Bríndate el mar sus copos argentados;
sus suspiros de amor murmuradores;
el bosque ameno sus risueñas flores,
y el prado sus perfumes delicados.
Los ecos de la selva perfumados
te brindan sus acentos seductores,
y coronas de plácidos amores
te ofrecen los jardines y los prados
Y yo también coronas te ofreciera
si en el mundo unas flores encontrara
dignas de orlar tu frente placentera;
mas fuera aqueso dicha bien avara,
pues si dignas de ti flores quisiera,
en el cielo quizás no las hallara.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-++-+---+-', '--+--+---+-', '-+-+---+-+-', '-+---+---+-', '-+---+---+-', '++---+---+-', '--+--+---+-', '++---+---+-', '-+-+-+-+-+-', '--++-+---+-', '+--+-+---+-', '-+-+-+-+-+-', '--+--++--+-', '--+--+++-+-']"
1018,"Trujo Felino, o alcanzó de un nido,
un pajarillo al pelechar primero,
y en una jaula de un cuadrado acero,
mandándolo Tirena, lo ha metido.
Pero cuando la madre vino, y vido
del tiernecillo hijo el fin postrero,
la cárcel quiebra, al pollo lleva entero
con una cierta hierba que ha traído
Ya que Felino de Tirena el daño
piensa enmendar, poniendo a la superba
el quebrantado acero allí delante
Mucho más le endurece; ¡ah caso extraño!
Que para quebrantar acero hay hierba,
y acero no, que un corazón quebrante.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+--+-++-', '+--+---+-+-', '-+-+-+-+-+-', '-+-+-+-+-+-', '-----+-+-+-', '---++--+-+-', '-+-+-+-+-+-', '-+-++--+-+-', '-------+-+-', '+--+-+---+-', '---+-+-+-+-', '+-++-+-+-+-', '-----+-+++-', '-+-++--+-+-']"
1019,"Cisne de Mantua, que canoro antes
que discurrieses tu estación umbría,
ni esta playa volaste, tuya, y mía,
te vio el mundo en canciones elegantes
Pocos números eran tus instantes
cuando no sin asombro te atendía,
primero que deudor fueses de un día,
ni te vistiesen plumas tremolantes.
Milagro fuiste aun antes que estudioso
porque en tu cuna verde, y nido rudo
prodigio contra el orden fue tu canto;
que en su pico el aliento numeroso
se adelantó por si llegabas mudo,
a los umbrales del Sepulcro Santo
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['---+---+-+-', '---+---+-+-', '+-+--+-+-+-', '+++--+---+-', '+-+--+---+-', '--+--+-+-+-', '-+---++-++-', '-+-+-+---+-', '-+-+++---+-', '---+-+-+-+-', '-+---+-+-+-', '--+--+---+-', '---+---+-+-', '---+-----+-']"
1020,"Sin codiciar el pan de los señores
ni el mágico solaz de la opulencia
comparte con insólita paciencia
el perro con el pobre sus dolores
Cuando propios, estériles amores
escapan con horror de la indigencia,
un solo ser la brinda su obediencia,
su cariño leal, y sus favores
¿Nunca os hizo sentir el compañero
inseparable, el colega inocente
del olvidado y triste pordiosero?
¡Qué ejemplo de piedad tan elocuente
para el vil interés, que airado y fiero
derrama tanto mal sobre su frente!
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+-+---+-', '-+---+---+-', '-+---+---+-', '-+---+---+-', '--+--+---+-', '-+---+---+-', '++-+++---+-', '--+--+---+-', '+++--+---+-', '---+--+--+-', '---+-+---+-', '++---++--+-', '--+--+-+-+-', '-+-+-+---+-']"
1021,"Benigno alumbra el sol: suelto ya el río:
No falta hoja ni rama al mango airoso:
El verde de la mar es más hermoso,
y el azul de los cielos más sombrío.
El pie quiere bailar a su albedrío:
la mano quiere asir: todo es reposo
La mente fresca: el corazón dichoso:
tal es en Cuba la estación del frío.
Monta el guajiro en su retinto bravo,
y alrededor de su potrero gira
por solo andar, sin que se canse al cabo
Brama el toro de amor y no de ira,
silba y salta el zorzal, canta el esclavo,
y nada apesadumbra y todo admira!
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+-++-++-', '+++--+-+-+-', '-+---+++-+-', '--+--+-+-+-', '-++--+---+-', '-+-+-+++-+-', '-+-+---+-+-', '++-+---+-+-', '+--+---+-+-', '-------+-+-', '-+-+---+-+-', '+-+--+-+-+-', '+-+--++--+-', '-+---+-+-+-']"
1022,"Luz en que se encendió la vital mía,
de cuya llama soy originado,
bien que la vida sólo te he imitado,
que el alma, fuera en mí, vana porfía.
Si eres el Sol de nuestra poesía
viva más que él tu aplauso eternizado,
y pues un vivir sólo es limitado,
no te estreches al término de un día
Hoy, junta en el deleite la enseñanza
tu ingenio, a quien el tiempo no consuma,
pues también viene a ser aplauso tuyo.
Y sufra la modestia esta alabanza,
a quien por parecer más hijo tuyo
quisiera ser un rasgo de tu pluma
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'E', 'D']","['+----+--++-', '---+-+---+-', '+--+-+-+-+-', '-+-+-++--+-', '+--+-----+-', '+-++-+---+-', '--+-+++--+-', '+-+--+--++-', '++---+---+-', '-+---+-+-+-', '--++-+-+-+-', '-+---++--+-', '-----+++-+-', '-+-+++---+-']"
1023,"¿Amarla? No, que del amor cansado
es ya mi corazón sepulcro frío
La contemplo, eso sí, con desvarío
porque es el ideal tan deseado
Cuanto pasa radiante por mi lado,
quiero vencer a mi constante hastío,
porque es la imagen del ensueño mío,
porque es el ángel por mi afán soñado.
¡Pase de largo, sus encantos guarde!
Aunque sería amarla mi consuelo,
hacer no puede de su amor alarde
este maldito corazón de hielo
¡Su sombra ha sido mi constante anhelo,
y hoy que la encuentro, para amarla es tarde!
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'D', 'C']","['-++---+-+-', '++---+-+-+-', '+-++-+---+-', '-+---++--+-', '+-+--+---+-', '+--+---+-+-', '-+-+---+-+-', '-+-+---+-+-', '+--+---+-+-', '---+-++--+-', '-+++---+-+-', '+--+---+-+-', '-+++---+-+-', '+--+---+++-']"
1024,"Pura nube, que vaga en manso vuelo,
si el rojo sol que fúlgido amanece
la ilumina, magnífica parece
púrpura y oro en el azul del cielo
Cual de la blanca aurora rico velo,
al hálito del céfiro se mece:
crece en carmín, y en resplandores crece,
y al alma infunde misterioso anhelo.
Así, llena de encanto y lozanía,
esplende, si en su luz amor la dora,
dulce ilusión de joven fantasía.
Mas ¿qué vale si al fin se descolora
la ráfaga, y cual flor de un solo día,
lo ideal pierde el lustre que atesora?
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+-+--+-+-+-', '-+-+-+---+-', '+-+--+---+-', '+-+----+-+-', '+--+-+-+-+-', '-+---+---+-', '+--+---+-+-', '-+-+---+-+-', '-++--+---+-', '-+---+-+++-', '+--+-+---+-', '-++--+---+-', '-+---+++-+-', '-++-+----+-']"
1025,"La luz del genio en su apacible cielo
para él brillaba con claror divino,
y, cual poeta, al fin de su camino
debió la gloria coronar su anhelo
Pero amó; lo engañaron, y un consuelo
demandó en vano el porvenir mezquino;
cobarde ante el horror de su destino
rasgó de su existencia el frágil velo
Y cuando libre el alma del suicida
dejó a la tierra la materia inerte,
en las eternas puertas esculpida.
leyó temblando su futura suerte:
A quien por no sufrir deja la vida,
vida para sufrir le da la muerte.
",10,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '-+-+---+-+-', '--+--+---+-', '-+-+---+-+-', '--++-+-+-+-', '--++---+-+-', '-+---+---+-', '-+---+-+-+-', '---+-+---+-', '-+-+---+-+-', '---+-+---+-', '-+-+---+-+-', '---+-++--+-', '+----+++-+-']"
1026,"Predilecto Toñing, bardo cebuano,
cantor de nuestra Patria y su gloria:
vence al Olvido tu grata memoria
por los versos que hiciste en castellano.
Tu estilo, al cantar flores, fué galano,
y épico, al loar Héroes de la Historia.
Dejaste una brillante ejecutoria
de gentil caballero parnasiano.
En cambio del poema de alto vuelo
que tú me dedicaste, ya esta breve
poesía que afectos encierra.
¡Así un bardo que aun está en la tierra
paga con mora los versos que debe
a otro poeta que ya está en el cielo!
",0,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'E', 'D', 'C']","['--+--++--+-', '-+---+--+--', '+--+--+--+-', '--+--+---+-', '-+--++-+-+-', '+---++---+-', '-++--+---+-', '--+--+---+-', '-+---+-+-+-', '-+---+-+-+-', '--+--+---+-', '-+++---+-+-', '+--+--+--+-', '+--+--++-+-']"
1027,"Un gigantesco cíclope simula
cuya espalda no encorvan las edades,
y aun su lira de bronce a las deidades
con sus estrofas clásicas adula
El regio canto que épica modula
estremece las ruinas de ciudades
muertas, o en las celestes soledades
a los dioses proscriptos estimula
Supremo forjador de eterna joya,
émulo poderoso de vestiglos,
yérguese excelso en inmortales bregas.
Y el resplandor magnífico de Troya
apagóse en la bruma de los siglos
cuando aun refulgen sus pupilas ciegas!
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+--+-+---+-', '--+-++---+-', '+-+--+---+-', '---+-+---+-', '-+-+-+---+-', '--+--+---+-', '+----+---+-', '--+--+---+-', '-+---+-+-+-', '+----+---+-', '+-++---+-+-', '---+-+---+-', '--+--+---+-', '-+-+---+-+-']"
1028,"Pende en el foro, triunfo de un malvado,
la cabeza de aquel que la ruina
evitó a Roma, muerto catilina,
y padre de la patria fue aclamado.
La ve el pueblo en los Rostros conturbado,
y un mudo horror los ánimos domina;
en los Rostros, do aquella voz divina
fue de la libertad muro sagrado.
¡O Cicerón! si tantos beneficios
paga tu ingrata patria de esta suerte,
¿cómo espera magnánimos patricios?
Mas ¿qué importa el morir? Témante ¡o muerte!
los viles siervos del poder y vicios,
pero el sabio ¿qué tiene que temerte?
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['+--+-+-+-+-', '--+---+--+-', '--++-+---+-', '-+---+-+-+-', '-++--+---+-', '++-+-+---+-', '--+-++-+-+-', '+----++--+-', '---+-+---+-', '+--+-+-+-+-', '+-+--+---+-', '-++---++-+-', '-+-+---+-+-', '--+-++---+-']"
1029,"Tienes la dulce escondida
ciencia de toda mujer:
robas la miel de la vida
con muestras de no querer.
Fuente de aguas prometida
que salta al amanecer;
¿por qué no curas mi herida
dándome agua que beber?
Pero, i ay! que en la ancha avenida
donde te buscaba ayer,
ya no espero tu venida.
Ya te presintió Shakespeare:
¿cómo confiarte la vida,
si tú eres ola, mujer?
",0,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'A', '-', 'A', 'B']","['+--+--+-', '+--+--+-', '+--+--+-', '-+--+-+-', '+-+---+-', '-+----+-', '-+++--+-', '+-+---+-', '-+-+--+-', '----+-+-', '+++---+-', '----+-+-', '+--+--+-', '-+-+--+-']"
1030,"De tu divina efigie en la tarjeta,
preciosa frase de pasión grabaste;
y tras tu firma, luego que fechaste
besé la copia de tu faz coqueta
«-Por largos años estará sujeta
tu vida a mi existencia -suspiraste-
o apagárase, en mágico contraste,
mi firma, con mi amor, toda completa»
Ya ha vuelto el mes aquel, de mí, más caro;
más fiel es Julio, pues tu amor se ha ido,
como se apaga en lontananza un faro.
Mas, ¡ah!, tu juramento te ha vendido,
tu firma, con tu amor, ya se ha extinguido,
y ¡qué casualidad! Julio está claro.
",1,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'D', 'C']","['---+-+---+-', '-+-+---+-+-', '---+-----+-', '-+-+---+-+-', '-+-+---+-+-', '-+---+---+-', '--+--+---+-', '-+---++--+-', '++-+-+-+++-', '+++----+++-', '---+---+++-', '-----+-+-+-', '-+---+++-+-', '--+---+-++-']"
1031,"La taberna del muelle tiene mis atracciones
en esta silenciosa hora crepuscular
Yo amo los juramentos de la conversaciones,
y el humo de las pipas de los hombres de mar.
Es tarde de domingo, esta sencilla gente
la fiesta del descanso tradicional celebra;
son viejos marineros que apuran lentamente,
pensativos y graves, sus copas de ginebra
Uno muy viejo cuenta su historia: de grumete
hizo su primer viaje el año treinta y siete,
en un patache blanco, fletado en Singapur.
Y, contemplando el humo, relata conmovido
un cuento de piratas, de fijo sucedido
en las lejanas costas de América del Sur
",2,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'E', 'F', 'G', 'G', 'F']","['--+--+-+----+-', '-+---++----+-', '+----+------+-', '-+---+---+--+-', '++----+--+-+-', '-+---+----+-+-', '++---+--+-+-+-', '--+--+--+---+-', '+-++-+--+---+-', '+---++-----+-', '-+-+-+--+---+-', '---+-+--+---+-', '++---+--+---+-', '---+-+--+---']"
1032,"Vierte alegre la copa en que atesora
bienes la primavera: da colores
al campo, y esperanza a los pastores
del premio de su fe la bella Flora
Pasaligero el sol adonde mora
el cancro abrasador, que en sus ardores
destruye campos y marchita flores
y el orbe de su lustre descolora
Sigue el húmedo otoño, cuya puerta
adornar Baco de sus dones quiere,
luego el invierno en su rigor se extrema
¡O variedad común! ¡mudanza cierta!
¿Quién habrá que en sus males no te espere?
¿Quién habrá que en sus bienes no te tema?
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['+-+--+---+-', '+----+-+-+-', '-+--+----+-', '-+---+-+-+-', '---+-+---+-', '-+---+---+-', '-+-+---+-+-', '-+---+---+-', '+-+--+---+-', '--++---+-+-', '+--+---+-+-', '----+-+-+-', '+-+--+-+++-', '+-+--+-+++-']"
1033,"Por entre sombras infeliz viajero,
perdido el rumbo, sin parar camina:
un precipicio aquí, y allá una esquina
marcando van su lóbrego sendero
¡Sin fin luchar con mi destino quiero!
Exclama, y sigue, y la cerviz no inclina;
porque dentro de sí llama divina
siente abrasar su corazón de acero
Hondos abismos a su espalda deja,
y zarzales y horror; y el blanco alcanza
Su triunfo al cabo el vencedor festeja.
¿Quién en tan ardua lid la confianza
supo inspirarle y acallar su queja?
El rayo celestial de la Esperanza
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['---+---+-+-', '-+-+---+-+-', '+--+-++--+-', '-+-+-+---+-', '-+-+---+-+-', '-+-+---+++-', '-----++--+-', '+--+---+-+-', '+--+---+-+-', '--+--+-+-+-', '-+-+---+-+-', '+-++-+---+-', '+--++--+-+-', '-+---+---+-']"
1034,"Juntos por un camino, hasta donde él acabe,
sin saber de la mano que entre las sombras hiere,
y en la pena infinita de la tarde que muere,
entre el hondo silencio de las cosas ¡tan grave!,.
ir contigo al Calvario con tu cruz y mi cruz,
las dos cruces sacadas yo no sé de qué fondo,
y sentirte muy mía, muy adentro, en lo hondo,
hecha sangre en mi sangre, y en mi alma hecha luz.
Y sentirte muy mía, para nunca perderte,
y arrancarte a los hombres y arrancarte a la muerte,
y arrancarte al destino que es bestial y que es rudo;
y tenerte a mi vera para toda la vida,
y si inútil o muerto me dejase la herida,
sino sirvo de espada, ¡que te sirva de escudo!
",1,"['A', 'B', 'B', 'A', 'C', 'D', 'D', 'C', 'E', 'E', 'F', 'G', 'G', 'F']","['+--+-+---+-+-', '--+--+----+-+-', '--+--+---+--+-', '--+--+---+-++-', '+-+--+---+-+-', '-++--+-+++-++-', '--+++-++-+-', '+-+--+--++-+-', '--++----+--++-', '--++-+---++-+-', '--++-+-+-+-++-', '--++-+---+--+-', '--+--+---+--+-', '--+--+---+--+-']"
1035,"En ondas de su llanto sumergida
España siente la amenaza dura,
porque siempre en el riesgo se asegura
de la alteza mayor, mayor caída
No llore España ya, que inmortal vida
su Reina, Fénix, gozará segura;
que quien resiste impulsos en la altura,
a eterno no caer firme está asida
Subió Mariana a la mayor Grandeza,
y el viento (fiera de su ser costumbre)
en ráfagas impele su belleza.
Deponga España, ya, la pesadumbre:
que eterna, sí, se vinculó a la Alteza,
quien resistió a los aires en la cumbre.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+---+---+-', '-+-+---+-+-', '--+--+---+-', '--+--+-+-+-', '++-+-+--++-', '-+-+---+-+-', '---+-+---+-', '-+-+++-+-+-', '-+-+---+-+-', '-+-+---+-+-', '-+---+---+-', '-+-+-+---+-', '-+-+---+-+-', '---+-+---+-']"
1036,"No más, no más en piélagos de vino
sepultaré, insensato, mis dolores,
velando con quiméricos vapores
de la razón el resplandor divino
No más, hurtando el rostro a mi destino,
pediré a la locura sus favores,
ni, ceñido de pámpanos y flores,
dormiré de la muerte en el camino.
Arrepentido estoy de haber hollado,
vate indigno, con planta entorpecida,
el laurel inmortal y el áurea ropa
¡Néctar fatal!, licor envenenado,
acepta, al recibir mi despedida,
el brindis postrimer ¡Llenad mi copa!
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['++++-+---+-', '---+-+---+-', '-+---+---+-', '---+---+-+-', '++-+-+---+-', '--+--+---+-', '--+--+---+-', '--+--+---+-', '---+-+-+-+-', '+-+--+---+-', '--+--+-+-+-', '+--+-+---+-', '-+---+---+-', '-+---+-+-+-']"
1037,"Allá en el tiempo en que Colón abría
nuevo horizonte al esplendor hispano,
el astro del imperio mahometano
a su ocaso, en Granada, descendía
Una reina en sus brazos recogía,
mártir cautivo, al fuerte castellano,
y las cadenas suspendió su mano
sobre estos muros, en ofrenda pía
Mas ¡oh Isabel! vendieron, como escoria,
las férreas joyas de tu templo santo,
recuerdo grande de tu grande historia:
Que para alzar y deshacer su encanto,
si tanto pudo tu piadosa gloria,
la barbarie del hombre pudo tanto.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'C', 'D', 'C', 'D']","['-+-+---+-+-', '+--+---+-+-', '-+---+---+-', '--+--+---+-', '+-+--+---+-', '+--+-+---+-', '---+---+-+-', '-+-+---+-+-', '---+-+---+-', '-+-+---+-+-', '-+-+---+-+-', '---+---+-+-', '-+-+---+-+-', '--+--+-+-+-']"
1038,"¡Es mi adiós! Allá vas, bruna y austera,
por las planicies que el bochorno escalda,
al verberar tu ardiente cabellera
como una maldición, sobre tu espalda.
En mis desolaciones, ¿qué me espera?
-ya apenas veo tu arrastrante falda-
una deshojazón de primavera
y una eterna nostalgia de esmeralda.
El terremoto humano ha destruido
mi corazón y todo en él expira
¡Mal hayan el recuerdo y el olvido!
Aun te columbro, y ya olvidé tu frente;
sólo ¡ay! tu espalda miro, cual se mira
lo que se huye y se aleja eternamente
",4,"['A', 'B', 'A', 'B', 'A', 'B', 'A', 'B', 'C', 'D', 'C', 'E', 'D', 'E']","['+---+++-+-', '---+---+-+-', '---+-+---+-', '-+---+---+-', '-----+-+++-', '++-+---+-+-', '+----+---+-', '+-+--+---+-', '---+-+-+-+-', '---+-+-+-+-', '++---+---+-', '++-+-+-+-+-', '+--+-+---+-', '--+--+-+-+-']"
1039,"Frente al espejo de la Blanca Nieve
Contempló su hermosura esta mujer,
Y sonrió complacida la diosa Hebe
Al ver las perfecciones de su ser...
Sobro el niveo cristal de un quieto lago
La vieron como un cisne singular;
Y no hubo causa de inquirir al mago
Quien era la mas bella del lugar...
Y es quo Rosita vino con la aurora
Al estallar con sus encantos Flora
En medio de la agreste floración,
Y robó de los cielos su blancura,
Do los jazmines su fragancia pura,
Esta rosa del monte Canhon...
",0,"['A', 'B', 'A', 'B', 'C', 'D', 'C', 'D', 'E', 'E', 'F', 'G', 'G', 'F']","['+--+---+-+-', '--+--++--+-', '--+--+--++-', '-+---+---+-', '+--+-+++-+-', '-+--++---+-', '-+-+---+-+-', '-+---+---+-', '++-+-+---+-', '---+---+-+-', '-+---+---+-', '--+--+---+-', '---+---+-+-', '+-+--+-+---']"
1040,"De aqueste valle de zozobra y llanto
al Empíreo elevándote, oh María,
tierras y mares bañas de alegría,
y al éter prestas inefable encanto
Sírvete el sol de esplendoroso manto,
oriente las estrellas a porfía,
la luna alfombra tu fragante vía
entre nubes de nácar y amaranto
Alzan los orbes cántico sonoro
a tu grandeza, augusta Soberana,
hoy de Sión apetecida aurora
Lo repite incesante el almo coro,
y con júbilo intenso, al verte ufana,
junto al solio de Dios tu solio adora.
",2,"['A', 'B', 'B', 'A', 'A', 'B', 'B', 'A', 'C', 'D', 'E', 'C', 'D', 'E']","['-+-+---+-+-', '--+--+-+-+-', '+--+-+---+-', '-+-+---+-+-', '+-++---+-+-', '-+---+---+-', '-+-+---+-+-', '--+--+---+-', '+--+-+---+-', '---+-+---+-', '+-+---+--+-', '+-+--+-+-+-', '--+--+-+++-', '--+--+-+-+-']"
